-1925120	-1068984
-1916928	-1118674
-1908736	-1168196
-1900544	-1217542
-1892352	-1266705
-1884160	-1315677
-1875968	-1364450
-1867776	-1413018
-1859584	-1461374
-1851392	-1509509
-1843200	-1557417
-1835008	-1605091
-1826816	-1652522
-1818624	-1699705
-1810432	-1746632
-1802240	-1793296
-1794048	-1839690
-1785856	-1885807
-1777664	-1931639
-1769472	-1977181
-1761280	-2022425
-1753088	-2067365
-1744896	-2111993
-1736704	-2156303
-1728512	-2200289
-1720320	-2243943
-1712128	-2287259
-1703936	-2330230
-1695744	-2372851
-1687552	-2415115
-1679360	-2457014
-1671168	-2498544
-1662976	-2539697
-1654784	-2580468
-1646592	-2620851
-1638400	-2660838
-1630208	-2700425
-1622016	-2739605
-1613824	-2778373
-1605632	-2816722
-1597440	-2854647
-1589248	-2892143
-1581056	-2929202
-1572864	-2965821
-1564672	-3001993
-1556480	-3037712
-1548288	-3072975
-1540096	-3107774
-1531904	-3142106
-1523712	-3175964
-1515520	-3209344
-1507328	-3242241
-1499136	-3274649
-1490944	-3306565
-1482752	-3337982
-1474560	-3368897
-1466368	-3399304
-1458176	-3429199
-1449984	-3458578
-1441792	-3487436
-1433600	-3515769
-1425408	-3543573
-1417216	-3570842
-1409024	-3597575
-1400832	-3623765
-1392640	-3649409
-1384448	-3674504
-1376256	-3699046
-1368064	-3723030
-1359872	-3746454
-1351680	-3769314
-1343488	-3791606
-1335296	-3813327
-1327104	-3834474
-1318912	-3855043
-1310720	-3875032
-1302528	-3894437
-1294336	-3913255
-1286144	-3931485
-1277952	-3949122
-1269760	-3966165
-1261568	-3982610
-1253376	-3998455
-1245184	-4013699
-1236992	-4028338
-1228800	-4042370
-1220608	-4055793
-1212416	-4068606
-1204224	-4080806
-1196032	-4092391
-1187840	-4103360
-1179648	-4113712
-1171456	-4123443
-1163264	-4132554
-1155072	-4141042
-1146880	-4148907
-1138688	-4156147
-1130496	-4162761
-1122304	-4168748
-1114112	-4174107
-1105920	-4178838
-1097728	-4182939
-1089536	-4186411
-1081344	-4189252
-1073152	-4191462
-1064960	-4193041
-1056768	-4193988
-1048576	-4194304
-1040384	-4193988
-1032192	-4193041
-1024000	-4191462
-1015808	-4189252
-1007616	-4186411
-999424	-4182939
-991232	-4178838
-983040	-4174107
-974848	-4168748
-966656	-4162761
-958464	-4156147
-950272	-4148907
-942080	-4141042
-933888	-4132554
-925696	-4123443
-917504	-4113712
-909312	-4103360
-901120	-4092391
-892928	-4080806
-884736	-4068606
-876544	-4055793
-868352	-4042370
-860160	-4028338
-851968	-4013699
-843776	-3998455
-835584	-3982610
-827392	-3966165
-819200	-3949122
-811008	-3931485
-802816	-3913255
-794624	-3894437
-786432	-3875032
-778240	-3855043
-770048	-3834474
-761856	-3813327
-753664	-3791606
-745472	-3769314
-737280	-3746454
-729088	-3723030
-720896	-3699046
-712704	-3674504
-704512	-3649409
-696320	-3623765
-688128	-3597575
-679936	-3570842
-671744	-3543573
-663552	-3515769
-655360	-3487436
-647168	-3458578
-638976	-3429199
-630784	-3399304
-622592	-3368897
-614400	-3337982
-606208	-3306565
-598016	-3274649
-589824	-3242241
-581632	-3209344
-573440	-3175964
-565248	-3142106
-557056	-3107774
-548864	-3072975
-540672	-3037712
-532480	-3001993
-524288	-2965821
-516096	-2929202
-507904	-2892143
-499712	-2854647
-491520	-2816722
-483328	-2778373
-475136	-2739605
-466944	-2700425
-458752	-2660838
-450560	-2620851
-442368	-2580468
-434176	-2539697
-425984	-2498544
-417792	-2457014
-409600	-2415115
-401408	-2372851
-393216	-2330230
-385024	-2287259
-376832	-2243943
-368640	-2200289
-360448	-2156303
-352256	-2111993
-344064	-2067365
-335872	-2022425
-327680	-1977181
-319488	-1931639
-311296	-1885807
-303104	-1839690
-294912	-1793296
-286720	-1746632
-278528	-1699705
-270336	-1652522
-262144	-1605091
-253952	-1557417
-245760	-1509509
-237568	-1461374
-229376	-1413018
-221184	-1364450
-212992	-1315677
-204800	-1266705
-196608	-1217542
-188416	-1168196
-180224	-1118674
-172032	-1068984
-163840	-1019133
-155648	-969128
-147456	-918977
-139264	-868688
-131072	-818268
-122880	-767725
-114688	-717066
-106496	-666299
-98304	-615432
-90112	-564472
-81920	-513428
-73728	-462305
-65536	-411114
-57344	-359860
-49152	-308552
-40960	-257198
-32768	-205805
-24576	-154381
-16384	-102933
-8192	-51471
